stock_symbol,date,rsi,macd,bollinger_bands,sma,ema,stochastic,atr,obv,fibonacci_retracement,ichimoku_cloud,parabolic_sar,score
ADCINDIA,2024-08-31,"{'value': np.float64(53.94149), 'signal': None}","{'value': {'macd': np.float64(36.58509), 'signal': np.float64(40.17964), 'histogram': np.float64(-3.59455)}, 'signal': 'bearish'}","{'middle_band': np.float64(1971.865), 'upper_band': np.float64(2138.83634), 'lower_band': np.float64(1804.89366), 'signal': None}","{'value': np.float64(1971.865), 'signal': 'bearish'}","{'value': np.float64(1989.26496), 'signal': 'bearish'}","{'k_value': np.float64(31.59662), 'd_value': np.float64(37.17504), 'signal': 'bearish'}","{'value': np.float64(108.57143), 'signal': 'volatile'}","{'value': 167261, 'signal': 'bearish'}","{'levels': {'level_0': array(2204.2), 'level_236': array(1846.188), 'level_382': array(1624.706), 'level_618': array(1266.694), 'level_100': array(687.2)}, 'signal': 'bullish'}","{'tenkan_sen': 2090.675, 'kijun_sen': 2042.075, 'senkou_span_a': 1894.125, 'senkou_span_b': 1699.35, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 1935.98336, 'signal': 'bullish'}",30.04
DREDGECORP,2024-08-31,"{'value': np.float64(12.54856), 'signal': 'bullish'}","{'value': {'macd': np.float64(-79.61334), 'signal': np.float64(-73.20312), 'histogram': np.float64(-6.41021)}, 'signal': 'bearish'}","{'middle_band': np.float64(987.4725), 'upper_band': np.float64(1185.31075), 'lower_band': np.float64(789.63425), 'signal': None}","{'value': np.float64(987.4725), 'signal': 'bearish'}","{'value': np.float64(985.33847), 'signal': 'bearish'}","{'k_value': np.float64(9.52586), 'd_value': np.float64(8.45408), 'signal': 'bullish'}","{'value': np.float64(41.9), 'signal': 'stable'}","{'value': 3007567, 'signal': 'bullish'}","{'levels': {'level_0': array(1449.3), 'level_236': array(1192.4848), 'level_382': array(1033.6076), 'level_618': array(776.7924), 'level_100': array(361.1)}, 'signal': 'neutral'}","{'tenkan_sen': 902.625, 'kijun_sen': 1082.0, 'senkou_span_a': 1301.175, 'senkou_span_b': 1088.5, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 938.96896, 'signal': 'bearish'}",30.01
SCI,2024-08-31,"{'value': np.float64(53.5524), 'signal': None}","{'value': {'macd': np.float64(-2.3963), 'signal': np.float64(-2.54334), 'histogram': np.float64(0.14704)}, 'signal': 'bullish'}","{'middle_band': np.float64(270.0025), 'upper_band': np.float64(288.46143), 'lower_band': np.float64(251.54357), 'signal': None}","{'value': np.float64(270.0025), 'signal': 'bearish'}","{'value': np.float64(272.41923), 'signal': 'bearish'}","{'k_value': np.float64(38.59112), 'd_value': np.float64(45.66905), 'signal': 'bearish'}","{'value': np.float64(9.75714), 'signal': 'stable'}","{'value': 49056931, 'signal': 'bullish'}","{'levels': {'level_0': array(346.55), 'level_236': array(288.2344), 'level_382': array(252.1578), 'level_618': array(193.8422), 'level_100': array(99.45)}, 'signal': 'neutral'}","{'tenkan_sen': 271.275, 'kijun_sen': 286.675, 'senkou_span_a': 318.2375, 'senkou_span_b': 291.65, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 262.60612, 'signal': 'bullish'}",29.98
SAYAJIHOTL,2024-08-31,"{'value': np.float64(47.8022), 'signal': None}","{'value': {'macd': np.float64(1.29797), 'signal': np.float64(2.51783), 'histogram': np.float64(-1.21987)}, 'signal': 'bearish'}","{'middle_band': np.float64(387.8975), 'upper_band': np.float64(397.60428), 'lower_band': np.float64(378.19072), 'signal': None}","{'value': np.float64(387.8975), 'signal': 'bearish'}","{'value': np.float64(387.0132), 'signal': 'bearish'}","{'k_value': np.float64(26.72606), 'd_value': np.float64(39.86637), 'signal': 'bearish'}","{'value': np.float64(16.81429), 'signal': 'stable'}","{'value': 38640, 'signal': 'bearish'}","{'levels': {'level_0': array(413.04), 'level_236': array(376.27356), 'level_382': array(353.52822), 'level_618': array(316.76178), 'level_100': array(257.25)}, 'signal': 'bullish'}","{'tenkan_sen': 385.15, 'kijun_sen': 390.8, 'senkou_span_a': 370.25, 'senkou_span_b': 350.375, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 369.86616, 'signal': 'bullish'}",29.94
MUKATPIP,2024-08-31,"{'value': np.float64(5.83468), 'signal': 'bullish'}","{'value': {'macd': np.float64(-0.55841), 'signal': np.float64(0.13499), 'histogram': np.float64(-0.6934)}, 'signal': 'bearish'}","{'middle_band': np.float64(21.801), 'upper_band': np.float64(26.87027), 'lower_band': np.float64(16.73173), 'signal': None}","{'value': np.float64(21.801), 'signal': 'bearish'}","{'value': np.float64(20.4036), 'signal': 'bearish'}","{'k_value': np.float64(11.66937), 'd_value': np.float64(3.88979), 'signal': 'bullish'}","{'value': np.float64(0.46643), 'signal': 'volatile'}","{'value': 586619, 'signal': 'bullish'}","{'levels': {'level_0': array(25.82), 'level_236': array(21.1944), 'level_382': array(18.3328), 'level_618': array(13.7072), 'level_100': array(6.22)}, 'signal': 'neutral'}","{'tenkan_sen': 19.41, 'kijun_sen': 21.825, 'senkou_span_a': 19.05, 'senkou_span_b': 17.64, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 20.19245, 'signal': 'bearish'}",29.91
MENONBE,2024-08-31,"{'value': np.float64(46.28571), 'signal': None}","{'value': {'macd': np.float64(-1.00527), 'signal': np.float64(-1.11614), 'histogram': np.float64(0.11087)}, 'signal': 'bullish'}","{'middle_band': np.float64(128.8975), 'upper_band': np.float64(134.77551), 'lower_band': np.float64(123.01949), 'signal': None}","{'value': np.float64(128.8975), 'signal': 'bearish'}","{'value': np.float64(128.9321), 'signal': 'bearish'}","{'k_value': np.float64(46.52174), 'd_value': np.float64(43.91304), 'signal': 'bullish'}","{'value': np.float64(3.50714), 'signal': 'stable'}","{'value': 176878, 'signal': 'bullish'}","{'levels': {'level_0': array(157.35), 'level_236': array(146.1046), 'level_382': array(139.1477), 'level_618': array(127.9023), 'level_100': array(109.7)}, 'signal': 'neutral'}","{'tenkan_sen': 129.0, 'kijun_sen': 132.675, 'senkou_span_a': 137.1375, 'senkou_span_b': 133.875, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 131.387, 'signal': 'bearish'}",29.88
JAYAGROGN,2024-08-31,"{'value': np.float64(63.33661), 'signal': None}","{'value': {'macd': np.float64(4.78566), 'signal': np.float64(4.43133), 'histogram': np.float64(0.35433)}, 'signal': 'bullish'}","{'middle_band': np.float64(306.97), 'upper_band': np.float64(342.987), 'lower_band': np.float64(270.953), 'signal': None}","{'value': np.float64(306.97), 'signal': 'bullish'}","{'value': np.float64(312.44247), 'signal': 'bearish'}","{'k_value': np.float64(38.7656), 'd_value': np.float64(44.29963), 'signal': 'bearish'}","{'value': np.float64(18.01429), 'signal': 'volatile'}","{'value': 237631, 'signal': 'bearish'}","{'levels': {'level_0': array(339.8), 'level_236': array(304.9664), 'level_382': array(283.4168), 'level_618': array(248.5832), 'level_100': array(192.2)}, 'signal': 'bullish'}","{'tenkan_sen': 328.85, 'kijun_sen': 311.55, 'senkou_span_a': 311.6625, 'senkou_span_b': 280.9, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 338.07976, 'signal': 'bearish'}",29.85
KREBSBIO,2024-08-31,"{'value': np.float64(47.3913), 'signal': None}","{'value': {'macd': np.float64(-0.73767), 'signal': np.float64(-0.45055), 'histogram': np.float64(-0.28712)}, 'signal': 'bearish'}","{'middle_band': np.float64(84.797), 'upper_band': np.float64(93.01637), 'lower_band': np.float64(76.57763), 'signal': None}","{'value': np.float64(84.797), 'signal': 'bearish'}","{'value': np.float64(84.64631), 'signal': 'bearish'}","{'k_value': np.float64(51.65289), 'd_value': np.float64(45.64513), 'signal': 'bullish'}","{'value': np.float64(3.37929), 'signal': 'stable'}","{'value': 357504, 'signal': 'bullish'}","{'levels': {'level_0': array(109.14), 'level_236': array(97.78368), 'level_382': array(90.75816), 'level_618': array(79.40184), 'level_100': array(61.02)}, 'signal': 'neutral'}","{'tenkan_sen': 83.09, 'kijun_sen': 91.3, 'senkou_span_a': 97.5325, 'senkou_span_b': 90.9, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 80.71703, 'signal': 'bullish'}",29.81
LAFFANSQ,2024-08-31,"{'value': np.float64(55.25384), 'signal': None}","{'value': {'macd': np.float64(0.17434), 'signal': np.float64(0.22078), 'histogram': np.float64(-0.04644)}, 'signal': 'bearish'}","{'middle_band': np.float64(40.97), 'upper_band': np.float64(43.66557), 'lower_band': np.float64(38.27443), 'signal': None}","{'value': np.float64(40.97), 'signal': 'bullish'}","{'value': np.float64(41.04696), 'signal': 'bullish'}","{'k_value': np.float64(26.91854), 'd_value': np.float64(27.7583), 'signal': 'bearish'}","{'value': np.float64(2.69571), 'signal': 'stable'}","{'value': 454813, 'signal': 'bullish'}","{'levels': {'level_0': array(57.4), 'level_236': array(52.57144), 'level_382': array(49.58428), 'level_618': array(44.75572), 'level_100': array(36.94)}, 'signal': 'bearish'}","{'tenkan_sen': 41.675, 'kijun_sen': 42.845, 'senkou_span_a': 41.35, 'senkou_span_b': 41.875, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 42.74, 'signal': 'bearish'}",29.78
PHARMAID,2024-08-31,"{'value': np.float64(48.7395), 'signal': None}","{'value': {'macd': np.float64(-0.97963), 'signal': np.float64(-1.29637), 'histogram': np.float64(0.31674)}, 'signal': 'bullish'}","{'middle_band': np.float64(43.575), 'upper_band': np.float64(46.69931), 'lower_band': np.float64(40.45069), 'signal': None}","{'value': np.float64(43.575), 'signal': 'bullish'}","{'value': np.float64(43.86121), 'signal': 'bearish'}","{'k_value': np.float64(46.26289), 'd_value': np.float64(39.21821), 'signal': 'bullish'}","{'value': np.float64(3.59429), 'signal': 'volatile'}","{'value': 951893, 'signal': 'bearish'}","{'levels': {'level_0': array(75.46), 'level_236': array(65.15388), 'level_382': array(58.77806), 'level_618': array(48.47194), 'level_100': array(31.79)}, 'signal': 'bearish'}","{'tenkan_sen': 43.91, 'kijun_sen': 44.835, 'senkou_span_a': 48.2525, 'senkou_span_b': 52.605, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 47.51359, 'signal': 'bearish'}",29.75
INDSWFTLTD,2024-08-31,"{'value': np.float64(43.85965), 'signal': None}","{'value': {'macd': np.float64(0.38182), 'signal': np.float64(0.47514), 'histogram': np.float64(-0.09333)}, 'signal': 'bearish'}","{'middle_band': np.float64(24.2275), 'upper_band': np.float64(26.1676), 'lower_band': np.float64(22.2874), 'signal': None}","{'value': np.float64(24.2275), 'signal': 'bearish'}","{'value': np.float64(23.6478), 'signal': 'bullish'}","{'k_value': np.float64(41.1215), 'd_value': np.float64(49.00737), 'signal': 'bearish'}","{'value': np.float64(1.185), 'signal': 'stable'}","{'value': 1454949, 'signal': 'bearish'}","{'levels': {'level_0': array(29.85), 'level_236': array(25.57368), 'level_382': array(22.92816), 'level_618': array(18.65184), 'level_100': array(11.73)}, 'signal': 'neutral'}","{'tenkan_sen': 24.05, 'kijun_sen': 23.725, 'senkou_span_a': 20.85, 'senkou_span_b': 21.065, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 23.47672, 'signal': 'bullish'}",29.71
SHUKRAPHAR,2024-08-31,"{'value': np.float64(32.08682), 'signal': None}","{'value': {'macd': np.float64(-6.08522), 'signal': np.float64(-6.94165), 'histogram': np.float64(0.85643)}, 'signal': 'bullish'}","{'middle_band': np.float64(69.433), 'upper_band': np.float64(81.47396), 'lower_band': np.float64(57.39204), 'signal': None}","{'value': np.float64(69.433), 'signal': 'bearish'}","{'value': np.float64(70.35782), 'signal': 'bearish'}","{'k_value': np.float64(28.4934), 'd_value': np.float64(28.53892), 'signal': 'bearish'}","{'value': np.float64(4.52), 'signal': 'stable'}","{'value': 914375, 'signal': 'bullish'}","{'levels': {'level_0': array(369.75), 'level_236': array(296.82128), 'level_382': array(251.70436), 'level_618': array(178.77564), 'level_100': array(60.73)}, 'signal': 'bearish'}","{'tenkan_sen': 65.015, 'kijun_sen': 75.71, 'senkou_span_a': 96.7, 'senkou_span_b': 105.425, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 59.72511, 'signal': 'bullish'}",29.68
SIKOZY,2024-08-31,"{'value': np.float64(46.42857), 'signal': None}","{'value': {'macd': np.float64(-0.02021), 'signal': np.float64(-0.01995), 'histogram': np.float64(-0.00025)}, 'signal': 'bearish'}","{'middle_band': np.float64(1.113), 'upper_band': np.float64(1.21143), 'lower_band': np.float64(1.01457), 'signal': None}","{'value': np.float64(1.113), 'signal': 'bearish'}","{'value': np.float64(1.1063), 'signal': 'bullish'}","{'k_value': np.float64(72.22222), 'd_value': np.float64(70.6169), 'signal': 'bullish'}","{'value': np.float64(0.03), 'signal': 'volatile'}","{'value': 245221, 'signal': 'neutral'}","{'levels': {'level_0': array(1.71), 'level_236': array(1.4858), 'level_382': array(1.3471), 'level_618': array(1.1229), 'level_100': array(0.76)}, 'signal': 'bearish'}","{'tenkan_sen': 1.07, 'kijun_sen': 1.11, 'senkou_span_a': 1.1975, 'senkou_span_b': 1.125, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 0.9891, 'signal': 'bullish'}",29.65
NACLIND,2024-08-31,"{'value': np.float64(9.99092), 'signal': 'bullish'}","{'value': {'macd': np.float64(-3.10189), 'signal': np.float64(-2.5656), 'histogram': np.float64(-0.53629)}, 'signal': 'bearish'}","{'middle_band': np.float64(61.4505), 'upper_band': np.float64(69.46437), 'lower_band': np.float64(53.43663), 'signal': None}","{'value': np.float64(61.4505), 'signal': 'bearish'}","{'value': np.float64(60.61999), 'signal': 'bearish'}","{'k_value': np.float64(15.03208), 'd_value': np.float64(9.94371), 'signal': 'bullish'}","{'value': np.float64(2.37643), 'signal': 'volatile'}","{'value': -1956732, 'signal': 'bullish'}","{'levels': {'level_0': array(87.02), 'level_236': array(79.3382), 'level_382': array(74.5859), 'level_618': array(66.9041), 'level_100': array(54.47)}, 'signal': 'bearish'}","{'tenkan_sen': 58.575, 'kijun_sen': 64.7, 'senkou_span_a': 69.9675, 'senkou_span_b': 70.96, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 58.8009, 'signal': 'bearish'}",29.62
BASANTGL,2024-08-31,"{'value': np.float64(54.41595), 'signal': None}","{'value': {'macd': np.float64(-0.0833), 'signal': np.float64(-0.205), 'histogram': np.float64(0.1217)}, 'signal': 'bullish'}","{'middle_band': np.float64(20.2085), 'upper_band': np.float64(21.19325), 'lower_band': np.float64(19.22375), 'signal': None}","{'value': np.float64(20.2085), 'signal': 'bullish'}","{'value': np.float64(20.48019), 'signal': 'bearish'}","{'k_value': np.float64(53.91304), 'd_value': np.float64(66.81159), 'signal': 'bearish'}","{'value': np.float64(0.71571), 'signal': 'volatile'}","{'value': 4685067, 'signal': 'bearish'}","{'levels': {'level_0': array(27.5), 'level_236': array(25.27452), 'level_382': array(23.89774), 'level_618': array(21.67226), 'level_100': array(18.07)}, 'signal': 'bearish'}","{'tenkan_sen': 20.405, 'kijun_sen': 20.6, 'senkou_span_a': 21.795, 'senkou_span_b': 21.705, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 19.94736, 'signal': 'bullish'}",29.58
FISCHER,2024-08-31,"{'value': np.float64(51.25792), 'signal': None}","{'value': {'macd': np.float64(-2.18994), 'signal': np.float64(1.17798), 'histogram': np.float64(-3.36792)}, 'signal': 'bearish'}","{'middle_band': np.float64(630.975), 'upper_band': np.float64(689.44447), 'lower_band': np.float64(572.50553), 'signal': None}","{'value': np.float64(630.975), 'signal': 'bearish'}","{'value': np.float64(626.91209), 'signal': 'bearish'}","{'k_value': np.float64(30.68353), 'd_value': np.float64(25.2434), 'signal': 'bullish'}","{'value': np.float64(41.25), 'signal': 'stable'}","{'value': -99808, 'signal': 'bullish'}","{'levels': {'level_0': array(754.95), 'level_236': array(592.5466), 'level_382': array(492.0767), 'level_618': array(329.6733), 'level_100': array(66.8)}, 'signal': 'bullish'}","{'tenkan_sen': 624.05, 'kijun_sen': 656.625, 'senkou_span_a': 658.4125, 'senkou_span_b': 649.025, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 690.20273, 'signal': 'bearish'}",29.55
GLOBUSCON,2024-08-31,"{'value': np.float64(27.62906), 'signal': 'bullish'}","{'value': {'macd': np.float64(-2.41473), 'signal': np.float64(-2.30962), 'histogram': np.float64(-0.10511)}, 'signal': 'bearish'}","{'middle_band': np.float64(21.6765), 'upper_band': np.float64(27.2419), 'lower_band': np.float64(16.1111), 'signal': None}","{'value': np.float64(21.6765), 'signal': 'bearish'}","{'value': np.float64(21.63855), 'signal': 'bearish'}","{'k_value': np.float64(29.48074), 'd_value': np.float64(21.81863), 'signal': 'bullish'}","{'value': np.float64(1.05714), 'signal': 'volatile'}","{'value': 869095, 'signal': 'bullish'}","{'levels': {'level_0': array(40.97), 'level_236': array(34.21332), 'level_382': array(30.03334), 'level_618': array(23.27666), 'level_100': array(12.34)}, 'signal': 'bearish'}","{'tenkan_sen': 19.265, 'kijun_sen': 23.52, 'senkou_span_a': 31.3325, 'senkou_span_b': 29.505, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 20.46, 'signal': 'bearish'}",29.52
BDH,2024-08-31,"{'value': np.float64(45.27635), 'signal': None}","{'value': {'macd': np.float64(0.56164), 'signal': np.float64(0.43618), 'histogram': np.float64(0.12546)}, 'signal': 'bullish'}","{'middle_band': np.float64(354.3475), 'upper_band': np.float64(392.16868), 'lower_band': np.float64(316.52632), 'signal': None}","{'value': np.float64(354.3475), 'signal': 'bearish'}","{'value': np.float64(353.44151), 'signal': 'bearish'}","{'k_value': np.float64(65.12524), 'd_value': np.float64(67.45879), 'signal': 'bearish'}","{'value': np.float64(24.2), 'signal': 'stable'}","{'value': 1254557, 'signal': 'bearish'}","{'levels': {'level_0': array(402.1), 'level_236': array(346.5692), 'level_382': array(312.2154), 'level_618': array(256.6846), 'level_100': array(166.8)}, 'signal': 'bullish'}","{'tenkan_sen': 358.625, 'kijun_sen': 354.825, 'senkou_span_a': 351.5, 'senkou_span_b': 358.625, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 312.8943, 'signal': 'bullish'}",29.48
GALXBRG,2024-08-31,"{'value': np.float64(40.77966), 'signal': None}","{'value': {'macd': np.float64(-23.89739), 'signal': np.float64(-24.18585), 'histogram': np.float64(0.28847)}, 'signal': 'bullish'}","{'middle_band': np.float64(1432.2225), 'upper_band': np.float64(1524.9739), 'lower_band': np.float64(1339.4711), 'signal': None}","{'value': np.float64(1432.2225), 'signal': 'bearish'}","{'value': np.float64(1432.32799), 'signal': 'bearish'}","{'k_value': np.float64(49.05844), 'd_value': np.float64(39.94612), 'signal': 'bullish'}","{'value': np.float64(55.98214), 'signal': 'stable'}","{'value': 26663, 'signal': 'bullish'}","{'levels': {'level_0': array(1739.5), 'level_236': array(1648.0854), 'level_382': array(1591.5323), 'level_618': array(1500.1177), 'level_100': array(1352.15)}, 'signal': 'bearish'}","{'tenkan_sen': 1405.0, 'kijun_sen': 1469.95, 'senkou_span_a': 1561.1, 'senkou_span_b': 1575.0, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 1426.53938, 'signal': 'bearish'}",29.45
TRABI,2024-08-31,"{'value': np.float64(16.12903), 'signal': 'bullish'}","{'value': {'macd': np.float64(-0.15385), 'signal': np.float64(-0.08096), 'histogram': np.float64(-0.07289)}, 'signal': 'bearish'}","{'middle_band': np.float64(9.0535), 'upper_band': np.float64(9.55981), 'lower_band': np.float64(8.54719), 'signal': None}","{'value': np.float64(9.0535), 'signal': 'bearish'}","{'value': np.float64(9.01005), 'signal': 'bearish'}","{'k_value': np.float64(29.33333), 'd_value': np.float64(25.74022), 'signal': 'bullish'}","{'value': np.float64(0.56643), 'signal': 'volatile'}","{'value': 5829296, 'signal': 'bullish'}","{'levels': {'level_0': array(11.98), 'level_236': array(10.03772), 'level_382': array(8.83614), 'level_618': array(6.89386), 'level_100': array(3.75)}, 'signal': 'neutral'}","{'tenkan_sen': 8.9, 'kijun_sen': 9.325, 'senkou_span_a': 9.7725, 'senkou_span_b': 8.315, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 9.23516, 'signal': 'bearish'}",29.42
ASHRAM,2024-08-31,"{'value': np.float64(45.09091), 'signal': None}","{'value': {'macd': np.float64(-0.0537), 'signal': np.float64(-0.11406), 'histogram': np.float64(0.06037)}, 'signal': 'bullish'}","{'middle_band': np.float64(5.8235), 'upper_band': np.float64(6.36811), 'lower_band': np.float64(5.27889), 'signal': None}","{'value': np.float64(5.8235), 'signal': 'bullish'}","{'value': np.float64(5.94309), 'signal': 'bearish'}","{'k_value': np.float64(60.86957), 'd_value': np.float64(76.28986), 'signal': 'bearish'}","{'value': np.float64(0.53429), 'signal': 'stable'}","{'value': 512084, 'signal': 'bearish'}","{'levels': {'level_0': array(7.64), 'level_236': array(6.72196), 'level_382': array(6.15402), 'level_618': array(5.23598), 'level_100': array(3.75)}, 'signal': 'neutral'}","{'tenkan_sen': 5.78, 'kijun_sen': 5.77, 'senkou_span_a': 6.5475, 'senkou_span_b': 6.86, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 5.2328, 'signal': 'bullish'}",29.38
PRESSURS,2024-08-31,"{'value': np.float64(28.85906), 'signal': 'bullish'}","{'value': {'macd': np.float64(-0.26913), 'signal': np.float64(-0.2723), 'histogram': np.float64(0.00317)}, 'signal': 'bullish'}","{'middle_band': np.float64(6.7205), 'upper_band': np.float64(7.38754), 'lower_band': np.float64(6.05346), 'signal': None}","{'value': np.float64(6.7205), 'signal': 'bearish'}","{'value': np.float64(6.68997), 'signal': 'bearish'}","{'k_value': np.float64(29.46429), 'd_value': np.float64(30.05952), 'signal': 'bearish'}","{'value': np.float64(0.255), 'signal': 'stable'}","{'value': -16954975, 'signal': 'bullish'}","{'levels': {'level_0': array(12.44), 'level_236': array(10.95084), 'level_382': array(10.02958), 'level_618': array(8.54042), 'level_100': array(6.13)}, 'signal': 'bearish'}","{'tenkan_sen': 6.435, 'kijun_sen': 6.775, 'senkou_span_a': 7.3575, 'senkou_span_b': 7.665, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 6.71402, 'signal': 'bearish'}",29.35
VISIONCINE,2024-08-31,"{'value': np.float64(44.11765), 'signal': None}","{'value': {'macd': np.float64(-0.01063), 'signal': np.float64(-0.01374), 'histogram': np.float64(0.00311)}, 'signal': 'bullish'}","{'middle_band': np.float64(1.281), 'upper_band': np.float64(1.32908), 'lower_band': np.float64(1.23292), 'signal': None}","{'value': np.float64(1.281), 'signal': 'bearish'}","{'value': np.float64(1.28299), 'signal': 'bearish'}","{'k_value': np.float64(32.0), 'd_value': np.float64(35.33333), 'signal': 'bearish'}","{'value': np.float64(0.10786), 'signal': 'stable'}","{'value': 3460090, 'signal': 'bullish'}","{'levels': {'level_0': array(2.43), 'level_236': array(2.0524), 'level_382': array(1.8188), 'level_618': array(1.4412), 'level_100': array(0.83)}, 'signal': 'bearish'}","{'tenkan_sen': 1.305, 'kijun_sen': 1.3, 'senkou_span_a': 1.405, 'senkou_span_b': 1.435, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 1.21929, 'signal': 'bullish'}",29.32
PRATIK,2024-08-31,"{'value': np.float64(39.44954), 'signal': None}","{'value': {'macd': np.float64(-0.15921), 'signal': np.float64(-0.16811), 'histogram': np.float64(0.00889)}, 'signal': 'bullish'}","{'middle_band': np.float64(5.6565), 'upper_band': np.float64(5.91818), 'lower_band': np.float64(5.39482), 'signal': None}","{'value': np.float64(5.6565), 'signal': 'bearish'}","{'value': np.float64(5.65834), 'signal': 'bearish'}","{'k_value': np.float64(32.0), 'd_value': np.float64(29.58559), 'signal': 'bullish'}","{'value': np.float64(0.36071), 'signal': 'volatile'}","{'value': -102112, 'signal': 'bullish'}","{'levels': {'level_0': array(9.74), 'level_236': array(8.7134), 'level_382': array(8.0783), 'level_618': array(7.0517), 'level_100': array(5.39)}, 'signal': 'bearish'}","{'tenkan_sen': 5.625, 'kijun_sen': 5.76, 'senkou_span_a': 6.095, 'senkou_span_b': 7.865, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 5.87815, 'signal': 'bearish'}",29.29
LIBERTSHOE,2024-08-31,"{'value': np.float64(36.42726), 'signal': None}","{'value': {'macd': np.float64(5.05924), 'signal': np.float64(13.93007), 'histogram': np.float64(-8.87083)}, 'signal': 'bearish'}","{'middle_band': np.float64(498.5575), 'upper_band': np.float64(535.13954), 'lower_band': np.float64(461.97546), 'signal': None}","{'value': np.float64(498.5575), 'signal': 'bearish'}","{'value': np.float64(484.31703), 'signal': 'bearish'}","{'k_value': np.float64(14.8169), 'd_value': np.float64(15.62055), 'signal': 'bearish'}","{'value': np.float64(26.11786), 'signal': 'stable'}","{'value': 1619211, 'signal': 'bullish'}","{'levels': {'level_0': array(535.9), 'level_236': array(463.389), 'level_382': array(418.5305), 'level_618': array(346.0195), 'level_100': array(228.65)}, 'signal': 'bullish'}","{'tenkan_sen': 485.075, 'kijun_sen': 482.075, 'senkou_span_a': 403.775, 'senkou_span_b': 372.6, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 513.13803, 'signal': 'bearish'}",29.25
ARENTERP,2024-08-31,"{'value': np.float64(21.19305), 'signal': 'bullish'}","{'value': {'macd': np.float64(0.94006), 'signal': np.float64(1.66733), 'histogram': np.float64(-0.72727)}, 'signal': 'bearish'}","{'middle_band': np.float64(58.1035), 'upper_band': np.float64(72.14826), 'lower_band': np.float64(44.05874), 'signal': None}","{'value': np.float64(58.1035), 'signal': 'bearish'}","{'value': np.float64(55.76965), 'signal': 'bullish'}","{'k_value': np.float64(17.10646), 'd_value': np.float64(18.12759), 'signal': 'bearish'}","{'value': np.float64(4.20929), 'signal': 'stable'}","{'value': 343783, 'signal': 'bearish'}","{'levels': {'level_0': array(79.15), 'level_236': array(67.5506), 'level_382': array(60.3747), 'level_618': array(48.7753), 'level_100': array(30.)}, 'signal': 'neutral'}","{'tenkan_sen': 54.555, 'kijun_sen': 65.195, 'senkou_span_a': 47.365, 'senkou_span_b': 47.52, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 63.82975, 'signal': 'bearish'}",29.22
DAICHI,2024-08-31,"{'value': np.float64(26.14907), 'signal': 'bullish'}","{'value': {'macd': np.float64(-19.39301), 'signal': np.float64(-15.20238), 'histogram': np.float64(-4.19063)}, 'signal': 'bearish'}","{'middle_band': np.float64(670.1225), 'upper_band': np.float64(773.05114), 'lower_band': np.float64(567.19386), 'signal': None}","{'value': np.float64(670.1225), 'signal': 'bearish'}","{'value': np.float64(660.66834), 'signal': 'bearish'}","{'k_value': np.float64(11.72481), 'd_value': np.float64(13.04338), 'signal': 'bearish'}","{'value': np.float64(31.95), 'signal': 'stable'}","{'value': 664197, 'signal': 'bullish'}","{'levels': {'level_0': array(788.7), 'level_236': array(682.6534), 'level_382': array(617.0483), 'level_618': array(511.0017), 'level_100': array(339.35)}, 'signal': 'neutral'}","{'tenkan_sen': 653.425, 'kijun_sen': 710.0, 'senkou_span_a': 698.8125, 'senkou_span_b': 620.025, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 623.5048, 'signal': 'bullish'}",29.19
